Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"pnrWaiverResponse = sendRequest(findTestObject(""API/MOZ_11020_API/moz_11533_pnr_waiver_request""))",Chrome 128.0.0.0,,,30-08-2024 21:04:32,30-08-2024 21:04:33,0.983s,PASSED
"verifyResponseStatusCode(pnrWaiverResponse, 200)",Chrome 128.0.0.0,,,30-08-2024 21:04:33,30-08-2024 21:04:33,0.005s,PASSED
"mi_pnr_waiver_remarks = ""select * from bdmozart.mi_pnr_waiver_remarks where remarkstext = '"" + uniqueNumber + ""'""",Chrome 128.0.0.0,,,30-08-2024 21:04:33,30-08-2024 21:04:33,0.002s,PASSED
"waiverId = database.DatabaseUtils.executeQuery(mi_pnr_waiver_remarks, ""waiver_id"", 1)",Chrome 128.0.0.0,,,30-08-2024 21:04:33,30-08-2024 21:04:37,4.218s,PASSED
"md_rfnd_pnr_waivers = ""select * from bdmozart.md_rfnd_pnr_waivers where idrequest = '"" + requestId + ""'"" + "" order by id desc"" + "" """,Chrome 128.0.0.0,,,30-08-2024 21:04:37,30-08-2024 21:04:37,0.002s,PASSED
"waiverIdLinkedToRequestId = database.DatabaseUtils.executeQuery(md_rfnd_pnr_waivers, ""idmipnrwaiver"", 1)",Chrome 128.0.0.0,,,30-08-2024 21:04:37,30-08-2024 21:04:41,4.087s,PASSED
"verifyMatch(waiverIdLinkedToRequestId, waiverId, false)",Chrome 128.0.0.0,,,30-08-2024 21:04:41,30-08-2024 21:04:41,0.072s,PASSED
,,,,,,,
Test Cases/MOZ-11020/TC 4_MOZ_11533 Verify linking after Json request,Chrome 128.0.0.0,,,30-08-2024 21:04:41,30-08-2024 21:04:52,10.557s,PASSED
uniqueNumber = utilityClass.GenericMethods.UniqueNumberGenerator(),Chrome 128.0.0.0,,,30-08-2024 21:04:41,30-08-2024 21:04:41,0.004s,PASSED
demoPackage.UtilityDemo.requestNumber(),Chrome 128.0.0.0,,,30-08-2024 21:04:41,30-08-2024 21:04:41,0.024s,PASSED
"apiRequests.apiConnection.runAuthToken(findTestObject(""API/Auth Token""))",Chrome 128.0.0.0,,,30-08-2024 21:04:41,30-08-2024 21:04:42,0.270s,PASSED
"pnrWaiverResponse = sendRequest(findTestObject(""API/MOZ_11020_API/moz_11533_pnr_waiver_request""))",Chrome 128.0.0.0,,,30-08-2024 21:04:42,30-08-2024 21:04:42,0.588s,PASSED
"verifyResponseStatusCode(pnrWaiverResponse, 200)",Chrome 128.0.0.0,,,30-08-2024 21:04:42,30-08-2024 21:04:42,0.005s,PASSED
"fullRefundResponse = sendRequest(findTestObject(""API/MOZ_11020_API/moz_11533_full_refund-json""))",Chrome 128.0.0.0,,,30-08-2024 21:04:42,30-08-2024 21:04:43,1.099s,PASSED
"verifyResponseStatusCode(fullRefundResponse, 200)",Chrome 128.0.0.0,,,30-08-2024 21:04:43,30-08-2024 21:04:43,0.005s,PASSED
"mozartRequestId = getElementPropertyValue(fullRefundResponse, ""data[0].mozart_request_id"")",Chrome 128.0.0.0,,,30-08-2024 21:04:43,30-08-2024 21:04:43,0.126s,PASSED
"println(""The mozart_request_id is: "" + mozartRequestId)",Chrome 128.0.0.0,,,30-08-2024 21:04:43,30-08-2024 21:04:43,0.005s,PASSED
"mi_pnr_waiver_remarks = ""select * from bdmozart.mi_pnr_waiver_remarks where remarkstext = '"" + uniqueNumber + ""'""",Chrome 128.0.0.0,,,30-08-2024 21:04:43,30-08-2024 21:04:43,0.002s,PASSED
"waiverId = database.DatabaseUtils.executeQuery(mi_pnr_waiver_remarks, ""waiver_id"", 1)",Chrome 128.0.0.0,,,30-08-2024 21:04:43,30-08-2024 21:04:48,4.043s,PASSED
"println(""The Waiver_id is: "" + waiverId)",Chrome 128.0.0.0,,,30-08-2024 21:04:48,30-08-2024 21:04:48,0.002s,PASSED
"md_rfnd_pnr_waivers = ""select * from bdmozart.md_rfnd_pnr_waivers where idrequest = '"" + mozartRequestId + ""'"" + "" order by id desc"" + "" """,Chrome 128.0.0.0,,,30-08-2024 21:04:48,30-08-2024 21:04:48,0.002s,PASSED
"waiverIdLinkedToRequestId = database.DatabaseUtils.executeQuery(md_rfnd_pnr_waivers, ""idmipnrwaiver"", 1)",Chrome 128.0.0.0,,,30-08-2024 21:04:48,30-08-2024 21:04:52,4.142s,PASSED
"verifyMatch(waiverIdLinkedToRequestId, waiverId, false)",Chrome 128.0.0.0,,,30-08-2024 21:04:52,30-08-2024 21:04:52,0.003s,PASSED
,,,,,,,
Test Cases/MOZ-11020/TC 3_MOZ_11335 Verify PNR Waiver Input WS available to all client airlines,Chrome 128.0.0.0,,,30-08-2024 21:04:52,30-08-2024 21:04:58,5.937s,PASSED
"PnrWaiverController_check = database.DBConnection.executeQuerys(""mozart_emirates"", ""select * from bdmozart.mc_endpoints_exposed"", ""enabled"", 7)",Chrome 128.0.0.0,,,30-08-2024 21:04:52,30-08-2024 21:04:57,4.604s,PASSED
"apiRequests.apiConnection.runAuthToken(findTestObject(""API/Auth Token""))",Chrome 128.0.0.0,,,30-08-2024 21:04:57,30-08-2024 21:04:57,0.487s,PASSED
"response = sendRequest(findTestObject(""API/MOZ_11020_API/pnr_waiver_request""))",Chrome 128.0.0.0,,,30-08-2024 21:04:57,30-08-2024 21:04:58,0.574s,PASSED
"if (PnrWaiverController_check == ""t"")",Chrome 128.0.0.0,,,30-08-2024 21:04:58,30-08-2024 21:04:58,0.004s,PASSED
,,,,,,,
Test Cases/MOZ-11020/TC 2_MOZ-11334 Verify Inclusion of Waiver Effective and Expiry Dates in WS Response,Chrome 128.0.0.0,,,30-08-2024 21:04:58,30-08-2024 21:04:59,1.139s,PASSED
"apiRequests.apiConnection.runAuthToken(findTestObject(""API/Auth Token""))",Chrome 128.0.0.0,,,30-08-2024 21:04:58,30-08-2024 21:04:58,0.285s,PASSED
"response = sendRequest(findTestObject(""API/MOZ_11020_API/pnr_waiver_request""))",Chrome 128.0.0.0,,,30-08-2024 21:04:58,30-08-2024 21:04:59,0.409s,PASSED
responseBody = response.getResponseText(),Chrome 128.0.0.0,,,30-08-2024 21:04:59,30-08-2024 21:04:59,0.001s,PASSED
println(JsonOutput.prettyPrint(responseBody)),Chrome 128.0.0.0,,,30-08-2024 21:04:59,30-08-2024 21:04:59,0.067s,PASSED
"verifyResponseStatusCode(response, 200)",Chrome 128.0.0.0,,,30-08-2024 21:04:59,30-08-2024 21:04:59,0.004s,PASSED
slurper = new groovy.json.JsonSlurper(),Chrome 128.0.0.0,,,30-08-2024 21:04:59,30-08-2024 21:04:59,0.002s,PASSED
jsonResponse = slurper.parseText(response.getResponseText()),Chrome 128.0.0.0,,,30-08-2024 21:04:59,30-08-2024 21:04:59,0.002s,PASSED
"utilityClass.CustomSoftAssert.assertTrue(waiver_effective_date != null, ""waiver_effective_date is missing in the response"")",Chrome 128.0.0.0,,,30-08-2024 21:04:59,30-08-2024 21:04:59,0.098s,PASSED
"utilityClass.CustomSoftAssert.assertTrue(waiver_expiry_date != null, ""waiver_expiry_date is missing in the response"")",Chrome 128.0.0.0,,,30-08-2024 21:04:59,30-08-2024 21:04:59,0.004s,PASSED
utilityClass.CustomSoftAssert.assertAll(),Chrome 128.0.0.0,,,30-08-2024 21:04:59,30-08-2024 21:04:59,0.002s,PASSED
,,,,,,,
Test Cases/MOZ-11020/TC 1_MOZ_11333 Verify Replacement of Internal Structure Table Names from MARS to PNR,Chrome 128.0.0.0,,,30-08-2024 21:04:59,30-08-2024 21:05:23,24.383s,PASSED
"mi_pnr_waiver = database.DatabaseUtils.checkTableExists(""mi_pnr_waiver"")",Chrome 128.0.0.0,,,30-08-2024 21:04:59,30-08-2024 21:05:04,5.184s,PASSED
"utilityClass.CustomSoftAssert.assertTrue(mi_pnr_waiver, ""The mi_pnr_waiver table should be available in the database."")",Chrome 128.0.0.0,,,30-08-2024 21:05:04,30-08-2024 21:05:04,0.002s,PASSED
"mi_pnr_waiver_remarks = database.DatabaseUtils.checkTableExists(""mi_pnr_waiver_remarks"")",Chrome 128.0.0.0,,,30-08-2024 21:05:04,30-08-2024 21:05:09,5.144s,PASSED
"utilityClass.CustomSoftAssert.assertTrue(mi_pnr_waiver_remarks, ""The mi_pnr_waiver_remarks table should be available in the database."")",Chrome 128.0.0.0,,,30-08-2024 21:05:09,30-08-2024 21:05:09,0.002s,PASSED
"md_rfnd_pnr_waivers = database.DatabaseUtils.checkTableExists(""md_rfnd_pnr_waivers"")",Chrome 128.0.0.0,,,30-08-2024 21:05:09,30-08-2024 21:05:15,5.686s,PASSED
"utilityClass.CustomSoftAssert.assertTrue(md_rfnd_pnr_waivers, ""The md_rfnd_pnr_waivers table should be available in the database."")",Chrome 128.0.0.0,,,30-08-2024 21:05:15,30-08-2024 21:05:15,0.002s,PASSED
"controller_name_column_row_value = database.DBConnection.SQL(""select * from bdmozart.mc_endpoints_exposed where controller_name = 'PnrWaiverController'"", ""controller_name"", 1)",Chrome 128.0.0.0,,,30-08-2024 21:05:15,30-08-2024 21:05:19,4.096s,PASSED
"utilityClass.CustomSoftAssert.assertEquals(controller_name_column_row_value, ""PnrWaiverController"", ""Expected Column value is = PnrWaiverController"")",Chrome 128.0.0.0,,,30-08-2024 21:05:19,30-08-2024 21:05:19,0.007s,PASSED
"description_column_row_value = database.DBConnection.SQL(""select * from bdmozart.mc_file_type where code = 'MWF'"", ""description"", 1)",Chrome 128.0.0.0,,,30-08-2024 21:05:19,30-08-2024 21:05:23,4.021s,PASSED
"utilityClass.CustomSoftAssert.assertEquals(description_column_row_value, ""Pnr Waiver File"", ""Expected Column value is = Pnr Waiver File"")",Chrome 128.0.0.0,,,30-08-2024 21:05:23,30-08-2024 21:05:23,0.002s,PASSED
utilityClass.CustomSoftAssert.assertAll(),Chrome 128.0.0.0,,,30-08-2024 21:05:23,30-08-2024 21:05:23,0.002s,PASSED
