Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"waiverIdLinkedToRequestId = database.DatabaseUtils.executeQuery(md_rfnd_pnr_waivers, ""idmipnrwaiver"", 1)",Chrome 128.0.0.0,,,30-08-2024 19:24:08,30-08-2024 19:24:13,4.630s,PASSED
"verifyMatch(waiverIdLinkedToRequestId, waiverId, false)",Chrome 128.0.0.0,,,30-08-2024 19:24:13,30-08-2024 19:24:13,0.005s,PASSED
,,,,,,,
Test Cases/MOZ-11020/TC 3_MOZ_11335 Verify PNR Waiver Input WS available to all client airlines,Chrome 128.0.0.0,,,30-08-2024 19:24:13,30-08-2024 19:24:19,5.579s,PASSED
"PnrWaiverController_check = database.DBConnection.executeQuerys(""mozart_emirates"", ""select * from bdmozart.mc_endpoints_exposed"", ""enabled"", 7)",Chrome 128.0.0.0,,,30-08-2024 19:24:13,30-08-2024 19:24:18,4.591s,PASSED
"apiRequests.apiConnection.runAuthToken(findTestObject(""API/Auth Token""))",Chrome 128.0.0.0,,,30-08-2024 19:24:18,30-08-2024 19:24:18,0.261s,PASSED
"response = sendRequest(findTestObject(""API/MOZ_11020_API/pnr_waiver_request""))",Chrome 128.0.0.0,,,30-08-2024 19:24:18,30-08-2024 19:24:19,0.447s,PASSED
"if (PnrWaiverController_check == ""t"")",Chrome 128.0.0.0,,,30-08-2024 19:24:19,30-08-2024 19:24:19,0.004s,PASSED
,,,,,,,
Test Cases/MOZ-11020/TC 2_MOZ-11334 Verify Inclusion of Waiver Effective and Expiry Dates in WS Response,Chrome 128.0.0.0,,,30-08-2024 19:24:19,30-08-2024 19:24:20,1.199s,PASSED
"apiRequests.apiConnection.runAuthToken(findTestObject(""API/Auth Token""))",Chrome 128.0.0.0,,,30-08-2024 19:24:19,30-08-2024 19:24:19,0.320s,PASSED
"response = sendRequest(findTestObject(""API/MOZ_11020_API/pnr_waiver_request""))",Chrome 128.0.0.0,,,30-08-2024 19:24:19,30-08-2024 19:24:20,0.450s,PASSED
responseBody = response.getResponseText(),Chrome 128.0.0.0,,,30-08-2024 19:24:20,30-08-2024 19:24:20,0.001s,PASSED
println(JsonOutput.prettyPrint(responseBody)),Chrome 128.0.0.0,,,30-08-2024 19:24:20,30-08-2024 19:24:20,0.060s,PASSED
"verifyResponseStatusCode(response, 200)",Chrome 128.0.0.0,,,30-08-2024 19:24:20,30-08-2024 19:24:20,0.003s,PASSED
slurper = new groovy.json.JsonSlurper(),Chrome 128.0.0.0,,,30-08-2024 19:24:20,30-08-2024 19:24:20,0.002s,PASSED
jsonResponse = slurper.parseText(response.getResponseText()),Chrome 128.0.0.0,,,30-08-2024 19:24:20,30-08-2024 19:24:20,0.003s,PASSED
"utilityClass.CustomSoftAssert.assertTrue(waiver_effective_date != null, ""waiver_effective_date is missing in the response"")",Chrome 128.0.0.0,,,30-08-2024 19:24:20,30-08-2024 19:24:20,0.082s,PASSED
"utilityClass.CustomSoftAssert.assertTrue(waiver_expiry_date != null, ""waiver_expiry_date is missing in the response"")",Chrome 128.0.0.0,,,30-08-2024 19:24:20,30-08-2024 19:24:20,0.002s,PASSED
utilityClass.CustomSoftAssert.assertAll(),Chrome 128.0.0.0,,,30-08-2024 19:24:20,30-08-2024 19:24:20,0.001s,PASSED
,,,,,,,
Test Cases/MOZ-11020/TC 1_MOZ_11333 Verify Replacement of Internal Structure Table Names from MARS to PNR,Chrome 128.0.0.0,,,30-08-2024 19:24:20,30-08-2024 19:24:50,30.237s,PASSED
"mi_pnr_waiver = database.DatabaseUtils.checkTableExists(""mi_pnr_waiver"")",Chrome 128.0.0.0,,,30-08-2024 19:24:20,30-08-2024 19:24:26,6.363s,PASSED
"utilityClass.CustomSoftAssert.assertTrue(mi_pnr_waiver, ""The mi_pnr_waiver table should be available in the database."")",Chrome 128.0.0.0,,,30-08-2024 19:24:26,30-08-2024 19:24:26,0.002s,PASSED
"mi_pnr_waiver_remarks = database.DatabaseUtils.checkTableExists(""mi_pnr_waiver_remarks"")",Chrome 128.0.0.0,,,30-08-2024 19:24:26,30-08-2024 19:24:33,6.203s,PASSED
"utilityClass.CustomSoftAssert.assertTrue(mi_pnr_waiver_remarks, ""The mi_pnr_waiver_remarks table should be available in the database."")",Chrome 128.0.0.0,,,30-08-2024 19:24:33,30-08-2024 19:24:33,0.003s,PASSED
"md_rfnd_pnr_waivers = database.DatabaseUtils.checkTableExists(""md_rfnd_pnr_waivers"")",Chrome 128.0.0.0,,,30-08-2024 19:24:33,30-08-2024 19:24:39,6.007s,PASSED
"utilityClass.CustomSoftAssert.assertTrue(md_rfnd_pnr_waivers, ""The md_rfnd_pnr_waivers table should be available in the database."")",Chrome 128.0.0.0,,,30-08-2024 19:24:39,30-08-2024 19:24:39,0.002s,PASSED
"controller_name_column_row_value = database.DBConnection.SQL(""select * from bdmozart.mc_endpoints_exposed where controller_name = 'PnrWaiverController'"", ""controller_name"", 1)",Chrome 128.0.0.0,,,30-08-2024 19:24:39,30-08-2024 19:24:44,5.694s,PASSED
"utilityClass.CustomSoftAssert.assertEquals(controller_name_column_row_value, ""PnrWaiverController"", ""Expected Column value is = PnrWaiverController"")",Chrome 128.0.0.0,,,30-08-2024 19:24:44,30-08-2024 19:24:44,0.007s,PASSED
"description_column_row_value = database.DBConnection.SQL(""select * from bdmozart.mc_file_type where code = 'MWF'"", ""description"", 1)",Chrome 128.0.0.0,,,30-08-2024 19:24:44,30-08-2024 19:24:50,5.728s,PASSED
"utilityClass.CustomSoftAssert.assertEquals(description_column_row_value, ""Pnr Waiver File"", ""Expected Column value is = Pnr Waiver File"")",Chrome 128.0.0.0,,,30-08-2024 19:24:50,30-08-2024 19:24:50,0.003s,PASSED
utilityClass.CustomSoftAssert.assertAll(),Chrome 128.0.0.0,,,30-08-2024 19:24:50,30-08-2024 19:24:50,0.002s,PASSED
